GeneID	Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000269547	0.06892,0.00000,0.00000,0.00000,0.00000,0.00000,0.09806,0.00000,0.00000,0.02894,0.22148,0.21264,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11377,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06725,0.11688,0.00000,0.00000,0.00000,0.00000,0.11253,0.00000,0.00000,0.02204,0.00000,0.00000,0.00000,0.00000,0.00000,0.08681,0.00000,0.11580,0.07056,0.00000
ENSG00000120727	83.65224,85.43171,112.32466,89.03729,89.05223,103.53943,82.75301,95.89941,105.47104,88.73402,202.56161,145.76325,98.75986,150.44515,90.93748,121.18043,90.73693,67.98705,121.27302,124.15100,80.21626,61.64073,105.18963,82.48610,95.04585,89.97018,43.45891,92.00164,48.92077,95.75344,93.72344,70.40680,54.08555,52.30201,29.12410,72.92928,55.40165,75.17760,85.70692,102.70223,22.68481,132.85457,71.12429,52.09165,49.87768,51.92425,71.36456,36.73695,171.91679,75.20183,98.85532,68.03390,23.79194
ENSG00000124374	2.23733,1.99272,1.21585,2.15074,2.63362,3.08827,4.15032,42.81710,14.21165,20.36760,26.91505,21.78140,14.20950,17.31620,47.85030,30.41210,18.59020,36.48640,85.79700,66.12060,2.81637,0.81139,1.13569,4.19155,4.48513,3.91464,2.69169,4.71727,5.75228,4.56508,6.62469,5.18986,11.34070,3.43881,5.33709,2.41386,5.51629,11.93855,8.47191,7.99146,17.35405,3.30001,4.18905,9.22111,7.97282,2.86266,1.86654,6.44010,3.57671,3.90592,4.74841,4.80441,0.25806
ENSG00000179409	14.60419,11.92431,7.64285,12.37581,12.19566,9.07729,17.12369,2.57627,3.30382,2.85736,11.43083,11.05071,4.36141,4.07475,2.55322,3.50790,3.43616,2.17583,2.12278,2.31253,15.53037,19.24874,24.91081,17.80550,18.10001,10.77952,8.65219,12.09864,13.82798,12.14335,18.50819,6.71356,3.69757,3.47924,3.75023,12.86150,11.84989,6.62063,13.66078,18.99424,4.54743,8.37954,18.01919,30.59607,28.74828,10.43536,10.07962,11.28864,79.05497,20.77441,17.66763,16.41444,1.20547
ENSG00000189266	61.67006,71.98620,54.93813,72.67948,62.60774,68.69579,61.65803,25.99792,28.64522,26.96023,47.98611,39.96268,26.61304,33.68413,24.85319,27.46968,29.27068,21.24197,36.12445,29.45140,63.85155,61.98420,102.24142,57.16111,77.12465,62.01155,57.81718,59.35174,41.36956,53.82200,59.88174,28.52731,20.64482,39.38398,15.83400,74.77462,40.07255,18.69373,59.14927,70.62952,16.14287,39.95285,52.58788,38.33409,35.82213,53.97640,53.27829,41.11150,34.11871,87.54088,82.87386,52.01370,8.44717
ENSG00000118246	14.83615,13.06083,13.23634,12.30295,12.19083,14.37858,17.25191,3.64272,4.05620,4.06636,10.16453,10.09620,4.94889,5.36202,3.69062,4.41131,4.29294,3.33243,4.36636,4.43608,14.90378,20.81709,21.12615,15.95526,15.94325,13.38798,11.83346,13.44948,13.88454,13.80246,17.34081,9.75817,11.66628,6.48607,6.94691,12.27664,11.88090,15.21638,17.10738,15.60026,5.45912,10.34933,11.69211,13.39238,14.41530,12.11138,10.31134,9.19913,12.69742,15.61738,17.63209,14.45032,1.23124
ENSG00000152147	7.54427,7.50730,10.30865,7.39224,7.60676,6.04336,8.58960,4.64959,4.94947,4.71481,9.67467,8.89736,5.22275,6.50290,4.78047,6.10424,4.94335,3.66943,5.15066,4.93281,7.68897,19.80938,17.59434,7.37559,9.58104,8.11422,6.88643,7.68307,6.76299,7.91392,9.81395,3.44547,2.93144,6.87797,6.89336,7.80404,6.07252,3.67679,9.01671,10.27371,3.76990,9.82681,8.15544,5.94893,5.96259,7.26266,9.23367,6.10960,30.51229,9.27067,10.65342,7.78095,1.41044
ENSG00000064703	6.35708,4.72534,4.46302,4.85284,5.64365,5.72006,6.67415,1.79560,2.07510,2.02343,7.61716,7.42126,2.81628,2.72992,1.89503,2.17930,2.24651,1.73864,1.75130,1.56649,6.51989,10.11579,9.52461,5.58208,7.17537,5.35467,4.67375,6.47250,4.04828,6.22706,9.51083,2.09312,1.96099,2.44603,1.87080,5.92352,4.04992,4.59526,6.33214,7.42690,2.12684,4.07186,6.15980,4.79053,4.58330,5.72431,6.98573,3.27946,74.97672,7.27278,8.89188,5.35644,1.03463
ENSG00000123136	64.86960,65.50364,35.98952,55.61056,58.58719,53.58236,46.34702,15.97009,15.41978,15.79728,53.57949,56.37475,20.50895,17.13456,17.18806,21.66605,14.97360,14.90542,34.95038,20.03967,64.86728,46.62715,131.11355,63.48663,73.75116,47.34106,52.58219,43.61812,58.52009,39.60605,67.92984,24.10649,16.65931,36.78209,22.05555,86.37686,44.24913,19.61142,68.39436,42.79990,15.24582,46.06858,61.27880,70.53861,63.66982,63.57811,131.42170,39.73512,351.64657,71.42656,77.08384,67.24626,26.01100
ENSG00000150990	9.11617,6.92446,5.65672,7.48033,7.54910,8.56700,10.66740,2.61213,3.48686,3.17655,4.75257,5.09836,4.81843,4.23691,3.42113,3.73502,3.43810,2.69234,4.17535,3.44784,10.02664,10.72612,19.63643,10.41825,9.46824,6.63575,6.99563,7.10845,8.68304,7.25723,12.53164,3.31376,2.34949,4.86880,3.38086,8.46619,7.44483,9.54334,11.72331,11.66044,4.89652,5.31403,9.13645,9.30763,10.84344,8.34580,10.19722,5.92966,8.18634,10.04599,11.69627,8.87468,1.50098
ENSG00000113761	7.96063,6.70584,7.92373,8.33132,7.60988,8.21247,9.23779,6.61308,7.93229,6.84499,21.64100,21.32772,9.24802,9.01455,7.09153,7.97269,8.38581,5.47432,6.99248,5.89566,8.17651,8.72028,12.49437,11.76666,13.86833,9.01801,5.46313,8.75259,7.91456,8.81336,11.78089,4.48311,3.01404,5.59972,3.60540,7.89443,7.39903,3.98415,11.22763,16.41228,3.90007,14.76219,11.94974,8.21343,9.19679,6.60682,8.58334,4.85730,16.41796,15.83532,14.05111,10.78200,2.52905
ENSG00000136897	6.01217,7.50660,12.24784,6.93360,7.23833,5.46949,6.28517,5.75224,6.60818,6.99516,13.97020,11.79280,6.96398,9.11836,6.08878,7.08125,7.81397,5.41984,6.66614,6.78338,6.65107,13.82029,14.93243,5.19258,6.42648,6.90170,6.12291,7.12219,6.70240,7.06583,8.26325,7.19925,6.43132,5.93344,5.23944,7.12696,6.11583,5.85896,6.91359,9.57598,3.96674,10.88531,7.67413,4.12212,3.76561,6.58505,7.46323,6.16459,8.57353,8.05332,8.65358,6.60460,0.51453
ENSG00000129538	580.43990,622.71116,279.67082,259.64370,311.69560,112.29180,224.50885,152.79729,49.65344,133.74762,35.27372,44.97600,77.17256,82.18793,194.24396,125.39167,77.73225,194.12235,382.70870,215.87863,281.84526,1.39068,2.05767,101.84150,147.39490,182.25573,208.67443,227.03855,37.93962,229.17713,249.51572,161.20317,117.13210,146.45991,14.87344,810.26540,129.45925,50.49959,231.91754,166.31412,535.08924,41.45731,73.51892,74.80808,105.68590,154.37248,334.84316,345.63980,1338.69970,129.84447,164.80944,110.89643,11.50682
ENSG00000169385	2.51787,3.53554,5.58122,3.35994,5.04083,1.39160,2.61806,1.00839,0.45873,0.64811,0.31661,0.23151,0.36032,0.48300,0.89196,1.28440,0.51726,0.48762,2.66875,1.46415,1.28902,0.10035,0.08114,1.04890,4.28788,1.36669,1.01269,1.03622,0.58597,1.37626,2.65121,1.40463,0.76509,0.60754,0.42739,10.17960,0.81239,0.29041,3.66753,1.23694,0.48073,0.65438,1.44825,0.52412,0.74733,0.79906,24.60030,0.70518,0.80884,0.97198,1.21835,1.04392,82.62670
ENSG00000169397	0.25016,0.27986,0.49537,0.23239,0.38950,0.13173,0.33660,0.25692,0.13852,0.20439,0.11014,0.10342,0.14596,0.14891,0.24800,0.29522,0.17317,0.14212,0.72317,0.48377,0.17015,0.00000,0.00000,0.26310,0.36602,0.17041,0.34789,0.08371,0.09260,0.08780,0.30018,0.10832,0.06809,0.07092,0.08541,1.66993,0.13935,0.00000,0.42128,0.13834,0.05008,0.16311,0.27973,0.26065,0.39649,0.15205,4.69069,0.07318,2.09575,0.09811,0.15274,0.12764,14.33080
ENSG00000258818	92.62795,69.18847,5.40146,72.36053,68.55510,80.81693,64.25510,2.67965,2.09289,2.70067,1.60255,1.96555,1.87504,2.09249,2.77393,2.61675,2.77869,2.18104,4.23494,3.51775,84.43252,26.51849,1.18348,81.89797,91.08639,43.06112,37.03048,57.07984,12.59563,44.91777,51.97154,19.61809,5.03921,14.17839,104.95631,36.30860,44.51204,4.95141,99.27600,93.05711,14.86183,12.20081,57.86123,34.23751,39.94604,29.91016,8.91463,44.96587,11.57259,25.73491,70.78911,76.46488,1.58138
ENSG00000169413	18.30090,14.16895,10.40330,14.23300,16.88410,7.02449,8.63569,2.71206,1.58851,2.25625,0.90287,0.58275,1.21572,1.41532,2.95273,4.19834,1.81836,1.53442,11.50610,5.86730,7.73014,0.05766,18.26300,5.45712,14.23570,8.25991,10.24055,5.97548,3.43380,6.20636,10.78890,2.80882,1.71461,3.42132,1.31973,18.69090,6.74148,0.78260,14.79550,3.74449,1.85072,3.35765,7.27496,4.23582,5.19514,21.12520,60.82740,4.14665,1.90282,4.06434,4.83016,4.75560,27.25800
ENSG00000165799	0.20403,0.07672,0.16847,0.08506,0.10405,0.09574,0.29590,0.03103,0.03134,0.03647,0.02617,0.05711,0.03835,0.03082,0.02480,0.03244,0.03226,0.03018,0.03420,0.03231,0.43206,0.16879,0.02802,0.29891,0.12539,0.06168,0.11437,0.08044,4.87506,0.08184,0.20019,0.04280,0.05805,0.09341,0.34135,0.18462,1.39442,0.14883,0.20608,0.06912,0.22030,0.05259,0.52187,4.46053,13.42464,0.07041,0.26007,0.03942,0.47025,0.12937,0.11697,0.59514,0.01261
ENSG00000173431	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14419,0.00000,0.08421,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14822,0.00000,0.00000,0.00000,0.00000
ENSG00000214274	39.35400,34.49295,2.67739,40.21670,31.98360,35.39245,30.60460,1.33309,1.13639,1.38216,0.94145,1.41076,1.08570,1.00037,1.64864,1.75862,1.45358,1.13624,2.74765,2.01146,41.38210,13.26516,2.24784,43.29255,49.25490,22.34325,28.01706,24.59760,7.72615,20.66750,35.07790,8.78947,2.99377,8.85814,640.78260,22.39480,40.68530,2.65027,37.16865,64.78880,12.05733,6.08209,34.52206,25.60510,27.88966,23.18704,6.74044,31.12130,15.23302,11.32302,42.67880,38.42770,3.02676
ENSG00000197102	33.84742,25.71289,27.09953,37.99370,36.51439,45.53608,45.14555,33.07958,44.07872,35.97772,97.73042,92.46312,59.01627,55.64281,37.07065,41.87877,39.78779,32.40501,41.38949,39.40840,27.74854,69.76578,20.56064,27.96440,33.18503,40.33154,25.74062,41.92213,24.05992,47.31497,32.03440,20.79550,20.58525,14.21591,6.66300,34.43625,24.68820,29.89283,47.76511,31.79376,10.04701,40.38945,25.46598,34.22832,38.71774,25.71474,21.40355,16.66214,35.54805,32.93436,37.71077,30.80564,3.04564
ENSG00000108592	27.70231,21.90200,23.98210,23.03340,23.15470,24.14652,27.76049,8.20265,8.52361,8.93913,23.68204,23.48339,11.63449,10.73134,8.43110,9.72064,8.44137,7.75256,11.54830,10.12434,25.90153,35.02213,28.33750,28.71953,32.57733,27.08960,21.66870,28.07379,21.33362,27.04483,33.84685,13.77143,10.54252,17.47530,11.21597,23.88136,21.31576,15.41815,32.86132,30.34898,9.18527,23.14243,29.51350,25.69715,28.30954,23.32797,28.04244,15.61721,32.28500,31.90382,34.13076,26.20600,4.46066
ENSG00000087365	132.60974,102.36286,84.15274,156.13226,124.78054,155.13210,128.27152,72.80356,78.06430,92.07234,163.86083,160.12095,95.36292,96.05872,80.20811,85.92338,92.42056,83.69079,87.26449,81.37121,120.94161,118.24176,132.82378,171.47775,156.81060,109.54158,84.95344,120.51273,79.92305,114.20148,151.21793,50.10718,35.96431,71.78890,48.25862,132.09843,82.19933,51.93886,157.28274,153.51480,52.33096,183.57171,125.27444,114.02882,125.84630,99.43578,124.43223,67.83408,224.16793,163.46081,169.06053,131.72896,41.16566
ENSG00000174177	12.67701,14.00211,9.64305,14.93173,15.86909,14.54321,14.36584,9.47105,12.37598,10.40713,18.90169,20.65563,16.02409,14.64018,11.56850,10.51864,11.35966,9.26380,10.05956,8.58064,13.72882,15.67094,16.51576,16.49440,15.15348,15.52043,10.04757,14.89938,9.73911,14.95216,20.80729,7.11250,5.61761,7.86484,6.51869,13.65112,9.90260,10.18693,19.21144,18.07572,6.24279,18.99162,14.70253,12.27776,12.38025,10.16008,13.06566,8.64878,19.86841,19.03516,20.76291,12.67092,2.16929
ENSG00000184575	27.03340,19.78550,19.17002,22.25147,22.12410,22.40251,23.08316,12.53341,13.27555,13.87076,23.32585,24.63892,13.92499,15.59626,12.78326,14.82318,14.59533,11.33608,15.78724,12.57040,22.28977,86.48353,48.35682,28.21377,24.90295,18.18816,13.03714,16.81987,21.57738,17.21890,22.30752,8.39185,4.92856,8.26122,10.74493,25.31137,21.29026,10.95482,31.09083,16.20043,14.17820,23.07289,18.48896,20.98987,22.69131,15.32201,15.01051,12.00596,22.77180,27.51855,23.55692,24.94877,2.33586
ENSG00000213516	5.74835,5.51619,3.15652,8.70587,6.99903,7.68773,7.77589,4.47562,4.26363,3.65533,5.47884,4.44168,3.87174,5.13033,4.21913,4.73007,4.07280,3.35644,5.51880,4.50900,5.92376,6.39109,5.56619,7.15706,6.36958,4.76755,3.46153,5.68322,6.92888,5.91561,8.94288,2.56449,2.06395,2.37081,3.19279,6.00348,4.22501,1.70482,9.47990,7.87603,1.86774,3.56295,5.62892,4.92280,4.72402,4.12310,4.08090,3.30378,7.56793,5.55950,7.82699,5.95761,0.92138
ENSG00000170748	0.00000,0.00000,0.00000,0.00000,0.02008,0.00000,0.02721,0.02239,0.01652,0.02250,0.00000,0.02568,0.02103,0.01878,0.03278,0.02995,0.01965,0.01241,0.10086,0.02741,0.01744,0.02038,0.02822,0.04549,0.06337,0.01350,0.02783,0.00000,0.01360,0.00000,0.04933,0.01552,0.00000,0.04588,0.02746,0.05396,0.02804,0.00000,0.06520,0.04927,0.00000,0.02641,0.04336,0.00000,0.00000,0.02731,0.04684,0.00000,44.67135,0.04326,0.02802,0.01988,0.00000
ENSG00000175718	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01166,0.01466,0.00000,0.00000,0.00000,0.00000,0.00694,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01260,0.00000,0.01286,0.01273,0.00000,0.00000,0.00000,0.00000,0.00000,4.13060,0.00000,0.01434,0.00921,0.00000
ENSG00000234414	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01792,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03752,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,13.15613,0.00000,0.00000,0.00000,0.00000
ENSG00000242875	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01737,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.44378,0.00000,0.00000,0.00000,0.00000
ENSG00000244395	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00398,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02738,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
ENSG00000242389	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01737,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02738,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,5.10799,0.00000,0.00000,0.00000,0.00000
ENSG00000169800	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.26524,0.00000,0.00000,0.00000,0.00000
ENSG00000226941	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,6.96763,0.00000,0.00000,0.00000,0.00000
ENSG00000147274	98.98775,92.83017,65.46630,92.45515,94.75303,109.47400,129.38579,34.60611,36.76408,38.54854,91.48392,79.07330,37.31116,42.34217,36.47091,40.63924,41.74308,32.79626,53.66059,38.66231,107.35428,90.61448,185.00955,151.73905,177.99704,90.82902,72.80453,85.96598,64.71643,78.67128,144.05354,50.31321,31.43919,54.42430,27.94322,97.76404,81.38818,65.62854,120.00670,227.75550,47.19125,89.23940,98.22132,81.17581,77.99483,83.59774,95.33799,63.86037,52.68922,123.50630,170.83425,104.40066,16.47948
ENSG00000130826	26.40799,25.67609,21.48725,22.41305,21.94278,22.63584,29.23457,11.14443,11.07336,12.72225,39.33985,33.06211,11.18779,13.96580,11.45631,15.33429,13.31932,9.54754,15.38460,12.63413,32.04825,46.81961,74.21005,33.07580,32.45212,21.25089,23.07805,20.11826,36.46342,19.08817,38.09970,12.03743,8.47568,14.06280,10.08045,27.38525,26.05357,15.69192,30.41113,36.99281,16.93319,29.14327,27.36000,35.93474,35.25903,24.60794,33.43437,17.71209,42.76083,38.98881,35.82844,32.83442,4.13109
ENSG00000158042	21.00350,25.19770,42.02850,27.01610,26.65510,20.08388,20.32378,13.76595,16.64693,16.30033,20.95561,18.47139,17.67294,19.51013,14.30685,20.62053,19.95033,13.76000,13.40113,13.83674,22.78080,55.32415,72.16130,22.86153,24.42770,20.47763,17.78275,18.95997,24.86162,17.93665,23.56133,20.12734,17.88534,22.49608,10.85195,29.62530,19.75461,15.25164,21.69495,20.47554,12.73849,54.79195,25.03680,19.97260,20.05766,17.83222,33.52360,16.58461,33.11375,33.44580,26.25945,23.51700,2.34954
ENSG00000164548	59.12983,59.88623,51.93968,56.50793,58.64792,54.62933,71.91462,41.69964,40.77321,46.05537,122.40249,94.43881,38.98435,45.64967,44.32918,55.87611,51.36370,35.31640,60.26060,44.50248,67.56961,60.57936,82.42192,90.33558,110.12200,70.87175,55.94818,67.28868,70.55678,60.90388,101.03173,28.16285,18.11825,35.53355,25.58619,75.55146,62.97621,16.23386,92.24638,114.16938,26.59027,91.60475,88.23786,74.39666,65.82703,64.72203,89.98352,42.43497,86.86646,94.19480,114.12370,88.91373,11.71016
ENSG00000136527	89.50886,100.03071,68.61666,83.77234,74.26479,88.64958,74.45302,34.50701,37.35761,35.33507,89.42111,73.49609,36.08913,44.69863,34.80118,41.06852,38.85418,29.95067,46.52283,35.33634,88.93840,100.93031,135.82143,95.35703,99.72137,74.24055,60.46246,72.60718,72.48620,65.95667,116.70110,36.67994,21.84406,44.07961,32.39969,92.87169,69.44343,40.97830,100.89141,100.28327,24.94283,80.96145,81.06803,79.27824,73.20679,70.01935,85.71176,43.37701,88.44744,106.19819,103.84399,86.71899,14.39394
ENSG00000037241	25.08308,26.98963,42.17722,29.00935,29.19845,22.71275,25.76945,22.58559,25.83868,24.30967,28.90741,24.90168,25.64950,32.34464,24.09685,28.45180,29.41941,19.98216,21.52730,23.48601,25.26047,79.19121,57.26045,28.36942,32.26403,22.85434,21.70595,24.70961,32.07886,24.33576,36.99805,17.11192,15.07763,28.82952,20.94024,29.96333,23.07420,16.26177,29.65653,29.14045,9.98765,39.21998,31.22938,22.24558,22.01796,21.73544,28.54304,18.23838,133.78582,34.40870,32.16501,28.74584,3.11081
ENSG00000161970	2364.04708,2264.74412,1393.70731,1804.51863,2014.44083,2097.22940,2060.68007,933.48226,849.77972,633.84184,1243.41376,1113.83577,807.06410,890.41662,829.07350,828.55904,886.56649,625.16292,1231.10029,1039.62157,2638.79938,3480.96635,4815.43663,2604.98385,3134.54903,2001.13220,1566.09034,1887.23324,2024.24963,1764.98242,2280.09245,865.27778,655.55188,1202.99481,559.92256,1725.44638,1788.56666,1098.31280,2042.50919,4326.80121,1304.04673,1197.83933,1939.62143,2813.64609,2514.37776,1596.02578,1882.01832,1313.24525,777.55330,2016.34216,2664.70662,2634.48783,87.49126
ENSG00000148090	20.03425,19.53976,47.81412,16.43208,16.00775,17.09277,21.17741,12.63535,16.36418,14.28024,36.50679,33.51360,18.65146,22.18793,14.40038,19.31868,18.75142,11.66660,16.50957,17.90657,23.42680,14.21732,8.69769,19.13866,27.95056,19.07954,20.05356,17.53011,11.64633,16.28324,21.17284,14.87303,17.41008,28.74639,11.49895,18.96126,20.46973,12.15369,28.30090,22.37746,9.65422,19.25783,29.30473,16.79640,16.23718,19.53556,12.88040,18.03662,12.87632,29.23232,25.12246,20.45223,2.43681
ENSG00000184110	166.61938,131.60026,124.82103,172.29323,153.88661,215.55004,192.99368,79.35480,102.37522,78.84078,120.68538,105.53199,111.69589,119.33255,84.96031,90.57951,99.62568,71.41502,81.19379,78.90116,159.14714,230.41942,217.05323,181.93116,191.18108,125.90295,122.76302,139.62648,147.96986,133.86193,189.40814,76.92489,63.83706,96.98303,61.07058,145.01860,133.17060,183.91313,153.91218,207.50390,100.94233,138.06620,121.32618,159.43192,179.95835,109.69754,102.67851,106.93660,184.91420,188.94970,160.38119,143.81996,27.27983
ENSG00000205609	14.51969,12.91312,11.53871,18.36440,19.09723,13.20234,29.58066,13.84376,13.59650,11.80321,13.35280,16.77437,18.98849,16.22313,16.05944,15.44590,10.93284,11.69945,11.36406,14.62196,16.94089,3.91261,5.28897,23.22077,22.19976,15.42379,13.47861,15.41466,15.09784,17.03387,28.77835,10.74448,10.57706,12.27658,8.75490,15.65168,8.74519,6.71250,19.28448,21.23959,11.26996,22.61056,26.73209,24.08572,24.71665,9.52843,15.83427,12.13734,15.69655,24.43151,19.38168,20.99373,1.91248
ENSG00000213079	22.03005,14.90207,11.54932,16.65792,16.11434,20.38686,22.49715,5.56742,6.03316,6.27376,15.05068,14.59497,7.40967,7.29389,5.47185,6.23002,6.84039,5.16067,6.33580,5.54992,20.90943,20.60966,18.89392,21.13792,22.96633,14.88840,12.00262,14.78066,10.76759,14.41969,24.89469,7.17127,5.20830,7.55995,5.20227,16.18133,13.26256,9.46475,25.04638,23.79967,5.59845,12.62372,14.93519,18.09547,19.28075,13.55307,13.51678,8.72117,23.04625,20.68084,24.65372,17.75003,2.39805
ENSG00000156304	17.80133,15.36610,10.16926,16.43222,15.87310,18.65345,20.04174,6.07841,6.52334,6.60167,17.56444,18.34770,8.97869,8.26672,6.54073,6.87395,7.16648,5.36885,7.60497,5.96808,17.67811,19.03454,24.55601,22.00430,20.42449,16.44041,14.90461,15.62890,15.71786,15.27509,17.81762,7.18114,5.21022,7.28396,8.26432,19.14690,14.69387,9.72433,21.12171,20.88570,5.42194,15.08069,16.65663,19.25799,20.82978,16.88916,17.31647,10.27379,28.23816,17.44984,24.40383,20.41211,3.18615
ENSG00000103319	27.33401,15.99612,8.20044,18.65085,20.04687,25.77079,26.00430,4.21507,4.49308,3.80774,34.50479,35.33171,4.49880,4.90981,3.15180,4.48708,4.25935,2.48557,2.63145,3.08223,21.19255,10.65911,18.10929,23.21615,26.25509,21.78452,12.36628,13.67480,9.32914,13.08675,20.05560,6.93399,4.86002,2.94374,4.03749,13.29379,16.10610,13.38949,25.74899,11.19892,6.88130,7.15920,27.07931,46.50280,58.49838,9.97298,7.82686,8.00883,5.23214,10.26151,21.43982,19.25099,0.84850
ENSG00000089009	1248.56003,1141.72369,893.59046,1080.93023,1152.73900,1232.79897,1344.77989,539.04879,459.69992,401.62457,812.22046,704.38382,430.19166,474.61355,431.18924,536.89320,513.25406,377.39141,636.84317,533.63138,1259.54450,2139.93195,2235.70428,1599.79043,1677.00038,1245.39479,839.99181,1166.08601,1240.13143,1133.87366,1355.90066,436.57070,324.32769,653.15349,393.06735,951.83632,931.60751,649.98308,976.91760,2251.81735,759.56068,1246.86087,1068.95151,1414.51171,1380.90804,854.27166,1014.42162,792.08004,333.48372,1130.18453,1668.59899,1325.41099,149.65871
