GeneID	Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Bladder,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Cervix - Ectocervix,Cervix - Endocervix,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Fallopian Tube,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood
ENSG00000020577	19.17351,11.71883,3.29223,41.54059,19.66706,27.82259,17.18976,10.49487,8.92231,8.16859,19.69804,20.79414,6.41575,8.01353,10.96792,15.83143,8.86401,6.28890,68.95802,21.89380,14.14839,18.42901,3.50861,11.63395,16.58867,35.02249,9.95392,17.75798,2.70011,22.98726,14.14073,28.79431,22.66505,4.29553,7.15416,16.53345,7.19481,25.83849,21.24088,3.90928,2.14410,4.55690,14.74163,6.48009,9.57177,7.49735,5.81185,3.58174,204.31182,8.55890,26.47965,14.49403,0.25362
ENSG00000137815	19.84285,15.49372,22.60143,20.57473,17.96044,26.53310,28.06783,12.58280,16.05768,12.66418,42.37142,37.10650,17.95966,19.44967,12.31109,12.99360,14.99821,11.16228,9.75907,9.54869,19.05207,23.37985,25.35449,25.60761,28.24225,22.77976,15.74874,22.02164,18.04773,22.48760,23.98392,9.20131,7.72018,10.07606,6.75852,19.49459,16.82774,17.37404,19.68365,23.56581,6.12845,15.07583,20.94708,21.71245,23.55749,16.33695,15.41408,12.07542,39.83694,25.32506,28.00586,23.22520,6.05584
ENSG00000080802	11.48915,9.71029,7.58025,11.36804,11.31020,14.22314,13.12434,8.34452,8.55906,7.80015,19.16688,16.78171,9.16307,10.77018,8.15941,8.69159,9.41744,6.24643,8.00237,7.17043,10.72038,10.98673,13.44061,12.64824,14.87589,12.33008,7.40523,11.14386,8.68433,11.53380,13.14738,6.66698,5.15158,5.39690,3.87187,10.92408,8.67408,12.01496,14.99840,13.03584,3.39080,11.25804,11.12230,9.33643,10.34443,8.01598,7.61481,5.24325,17.17976,13.49177,14.22614,12.77823,1.84653
ENSG00000139546	16.93887,15.03888,21.50439,14.53678,16.78320,10.57298,18.47300,8.35086,8.01865,9.15922,81.28550,90.27145,11.02998,9.70858,8.78297,8.99258,10.09293,8.15898,10.30624,9.26103,18.75689,26.75301,20.84276,18.27280,25.40017,16.05239,15.21370,14.21278,17.33019,13.36027,20.55323,7.24934,5.76812,20.15840,14.21146,24.71439,17.93450,5.70183,20.72507,18.34627,12.22167,23.75785,25.10393,17.88071,17.93993,16.35152,29.33111,14.53815,34.49707,31.44311,24.27208,18.86284,3.56956
ENSG00000180228	37.06877,30.38265,22.85013,51.26532,43.91425,57.58197,55.14649,21.45226,22.98022,19.76149,46.60574,40.87021,23.52507,28.14130,22.87296,26.18970,22.86719,16.80532,30.17077,22.32987,35.36226,31.35577,43.76947,39.19889,41.63544,42.29267,24.97314,42.13700,23.45204,43.94490,39.99353,18.33480,18.52231,23.36333,12.04520,32.17365,25.95443,49.39836,42.66391,37.54051,13.68369,38.96818,38.50913,33.61131,36.69329,21.94429,19.79634,18.29728,54.59456,36.55022,47.35624,34.15311,2.44830
ENSG00000119392	13.59956,9.78782,13.73040,13.37100,12.44947,13.91136,16.97102,5.29802,6.11845,6.69443,24.85074,21.60528,7.49515,7.95681,5.49292,6.15223,7.61302,4.98488,4.77370,4.58335,12.63544,15.91248,28.40836,15.85405,16.11728,12.83028,13.02592,11.93680,14.63700,12.53841,14.96106,6.61973,5.72700,7.04137,6.76828,13.07424,11.47548,10.99143,17.91408,14.96309,4.14733,17.83026,13.05843,17.01584,18.39136,13.54985,15.55949,8.34191,43.73888,13.88669,16.11610,14.43792,5.29853
ENSG00000130713	14.38032,13.84480,11.36017,13.07356,13.56019,14.31080,17.65786,7.00938,9.15326,8.81997,29.04002,26.52028,11.50252,12.08836,7.70206,8.58383,9.99690,7.02594,8.04330,7.31557,17.02422,24.96159,31.90367,19.57730,22.76547,14.19473,12.01579,15.22372,13.87804,14.08878,21.85837,6.99129,5.16597,7.51885,7.80254,14.69395,12.19280,8.41120,21.80102,23.20279,6.11455,12.03463,18.36476,15.54379,15.53657,13.22095,16.97508,10.40532,10.79668,17.27932,21.96065,17.94620,2.29317
ENSG00000160075	99.46640,106.98666,77.16490,88.47740,99.08450,84.75565,101.13380,74.49487,92.50673,94.02437,139.59125,135.63900,110.52352,115.25610,78.38373,91.09672,107.89525,79.16009,68.77874,73.04747,107.56705,108.53580,90.27849,106.14344,107.53710,102.78110,89.59710,96.31216,107.60650,94.34087,111.91330,63.29974,56.41215,80.71390,53.96214,116.88570,89.33674,116.94683,93.58180,96.28925,51.23752,134.90510,108.56835,101.46800,104.47620,91.41218,117.30775,71.79713,95.52845,151.07080,109.36140,103.13364,43.41594
ENSG00000105793	8.80121,7.29375,7.55911,7.20712,7.36565,7.71234,10.06381,3.48768,4.26814,3.76798,8.16027,7.25604,4.68651,5.42887,4.33915,4.52914,4.25790,3.10959,4.73224,4.15426,9.79041,13.68424,17.64107,9.39224,9.97577,6.94370,6.31991,6.47024,7.84705,6.71827,8.76562,4.87873,4.94156,4.74093,6.41057,8.12383,7.60644,6.92739,10.10744,8.55394,3.49210,7.43046,8.57871,9.35570,9.66077,6.90196,7.59819,5.62039,14.04703,9.27062,8.91353,9.17268,0.98215
ENSG00000198755	1371.37000,1349.25500,819.85100,1289.68000,1370.02000,1553.06000,1826.34000,429.99900,369.11350,308.90900,594.69750,581.97400,370.67200,399.17100,366.19700,415.59900,433.23900,275.35200,482.79300,414.32300,1736.85000,2006.08000,2173.08000,2113.62000,2252.26000,1550.34500,1049.83500,1399.93000,1425.43000,1270.28500,2066.06000,485.77900,310.04500,712.38000,378.96400,1081.38000,1165.33000,645.02450,1426.49000,3272.80500,777.72350,982.55900,1565.33500,2197.28000,2063.26500,1064.18500,1167.89500,794.13900,388.37000,1318.72000,2200.37500,1832.24000,224.26400
ENSG00000162639	4.12247,3.58595,2.45231,2.80641,3.28545,2.30073,3.06770,5.32387,7.48705,6.00818,5.70621,5.07062,8.97493,11.89735,5.10266,10.46473,8.33105,5.01720,7.27094,6.80621,4.61034,3.92687,3.04973,2.72945,5.40070,2.78591,4.15024,1.98452,2.13113,2.08657,3.44961,1.12024,0.46726,1.29310,0.50980,4.74685,2.96794,1.00626,4.09843,4.85144,0.62078,6.53734,3.33845,2.52074,2.58714,6.08313,12.06011,1.66546,90.11485,3.00203,2.98990,2.43342,3.82757
ENSG00000125676	33.30699,25.65180,27.40657,30.71170,30.93442,32.19255,40.32695,15.25650,15.54401,18.97006,44.70466,38.13039,16.51862,18.90291,16.68060,17.07354,18.88576,15.58192,20.78703,16.10773,32.63118,50.92210,56.97401,35.98137,48.69200,36.41020,29.24105,38.50779,28.65514,45.22382,40.99546,13.33663,9.07579,16.90456,13.76689,43.59777,27.26201,14.99549,43.13120,44.95019,13.68505,33.36151,38.33780,34.15747,35.54802,35.30570,35.11727,20.26579,25.74600,44.40731,48.33100,38.18316,3.71320
ENSG00000167136	11.83560,9.06528,16.93490,11.77030,11.13830,12.78070,16.68480,13.13030,18.30460,14.19460,16.36805,17.64560,23.16900,25.04205,15.59480,16.78170,14.88700,12.08540,9.26961,12.85290,12.22090,11.28305,8.98781,12.74130,14.62450,5.78403,15.05600,13.05160,14.03605,14.30705,16.63050,18.89295,21.38660,16.58450,19.97230,11.28690,12.20610,54.10975,15.01035,8.83559,9.82446,16.30610,17.35845,11.69850,12.93265,11.01105,9.01602,11.84470,29.68035,13.93710,9.04589,11.48240,1.79734
ENSG00000157036	7.34647,5.65021,7.84290,8.40915,8.36503,8.34191,8.56390,4.33624,4.54633,4.24968,14.37268,13.20375,4.58343,5.22519,4.57458,6.44737,4.49629,3.55647,6.52151,5.66257,7.09671,11.99255,10.48049,8.82053,10.93682,7.75043,6.23401,7.51587,4.13820,8.94243,10.30461,10.14761,11.62022,4.80523,2.67057,8.52049,5.52365,3.26077,11.12411,8.53473,3.32291,9.80499,10.10021,3.58996,3.64138,8.36928,8.94683,4.77391,12.46576,11.85467,11.84693,7.82132,1.02232
ENSG00000116539	16.88049,12.39353,12.00911,16.87999,16.12753,22.35036,21.57161,9.73340,11.53878,10.38673,32.38234,31.30682,12.66491,14.00405,9.09569,9.00986,11.88980,8.19052,9.69490,8.15361,16.51664,15.07538,11.91469,17.51368,20.41976,16.97970,11.13418,16.49230,10.80098,16.99741,19.49801,7.89145,5.54291,5.95706,4.08106,15.53590,13.31682,12.62510,25.05149,22.17497,5.50816,17.04692,15.85713,14.67094,15.96656,12.93374,9.52441,8.05856,16.73991,20.22722,22.36056,17.14828,1.79160
ENSG00000174173	10.33510,10.96824,13.08210,9.15219,10.04340,7.67511,11.56340,5.18254,7.64070,5.41352,10.80525,9.79167,9.43525,11.31517,5.94490,7.11467,6.54232,4.72597,3.87110,5.60078,10.57195,21.53299,23.96227,9.31274,9.17819,9.79919,10.27910,10.03550,12.33695,10.11730,14.24050,6.45134,9.23311,6.29329,7.71012,8.18556,8.12688,12.03755,9.01192,9.16200,3.46354,7.38830,7.37642,11.27270,10.69685,9.78389,11.51930,7.85274,12.79850,8.28443,10.16092,8.64348,1.29531
ENSG00000145331	2.64012,2.49446,3.51860,2.23507,2.32150,2.37860,3.64659,1.66484,1.43054,1.88589,2.06487,2.07887,1.46539,1.69736,1.67265,1.91219,1.74213,1.35884,3.10557,1.92891,2.76245,6.10139,6.61072,1.96483,1.98310,2.36962,2.26829,2.14500,3.12182,2.20305,2.91669,1.14871,1.03339,1.48798,2.38666,2.33479,2.84041,1.84124,3.09209,2.88940,2.09188,3.21971,2.60397,2.24692,2.25827,2.92821,2.46581,2.42616,10.31480,3.61311,2.63544,2.25787,0.23497
ENSG00000165275	13.39455,11.38742,12.16884,17.15473,15.21471,16.60970,20.86025,8.52793,7.68619,9.00314,24.07600,22.31960,8.71052,9.04663,8.62238,9.46233,9.46644,7.15748,12.27894,9.35079,14.88210,11.63509,13.43337,18.13811,22.54845,18.25168,11.89039,16.28616,9.70194,16.64308,21.06742,5.94277,3.65607,7.55378,5.61075,15.66794,12.13486,4.63654,23.27670,22.76126,6.61567,17.08839,20.61174,13.72665,13.62273,13.38486,15.61234,9.17473,11.82853,21.28726,22.69339,18.20570,3.62097
ENSG00000243147	122.70836,146.68454,649.21482,269.31857,218.22611,274.92350,177.69106,74.91488,97.39703,78.04503,137.70156,129.31881,113.35351,120.65549,80.89657,93.15871,115.63793,72.50486,85.76455,102.05915,128.51380,182.28589,86.03988,151.87476,144.27209,217.99502,110.13729,245.58285,79.31172,289.35818,188.64401,234.16259,274.12730,143.78101,51.15547,151.51900,96.63410,283.91447,170.27662,134.45350,53.29792,230.56686,165.79542,76.95600,76.03631,86.44238,125.26207,94.76197,166.90756,142.02193,186.33505,122.79403,20.65395
ENSG00000138385	99.68683,86.95762,61.85667,89.88568,94.27996,92.70493,68.33603,46.83544,54.15795,48.88354,100.86602,78.04391,52.17187,69.78983,46.62073,65.55053,53.57271,40.21233,54.49491,47.67851,83.28146,154.13170,88.55582,71.66267,77.05782,70.22273,47.43774,67.68267,46.56142,65.80701,92.27781,36.34333,26.46595,40.42514,24.79988,62.62588,43.11844,30.59361,79.49434,79.72912,18.34290,86.44691,68.88223,39.15313,39.03488,49.95162,56.25540,34.03049,62.83434,82.69081,83.56318,64.61051,4.69875
ENSG00000174720	36.49290,30.30268,25.92066,37.44744,36.51662,42.44847,42.52241,18.08352,16.10483,17.65278,32.00814,27.11442,16.43791,18.06767,16.36667,21.30879,18.60108,15.11886,26.35020,20.94408,34.74837,42.47417,51.23145,39.13476,37.32929,39.16165,30.49000,41.20625,26.58602,43.80341,38.23609,24.33819,23.04989,20.31511,13.23027,30.96457,26.30289,19.97699,41.42034,36.33306,9.16768,32.14530,30.99423,23.17777,21.68794,32.21581,30.70467,18.83376,32.83044,40.14268,42.15330,34.33307,3.54399
ENSG00000143314	74.78020,69.71055,89.05493,61.18218,67.66488,66.46570,71.66266,45.11055,45.09885,48.41148,42.31638,40.53074,45.51783,53.37912,43.37787,45.35911,52.18360,44.78565,60.43408,53.31676,69.23018,106.88357,81.39516,63.64811,64.53098,80.36378,57.59901,71.55526,50.27230,75.56222,80.32331,44.72174,49.98638,48.31237,55.03191,47.60153,46.90074,63.35868,86.89902,71.36982,45.93787,56.60491,66.01989,52.27080,51.56955,41.85631,50.29025,42.84032,63.75341,70.37122,75.06214,56.89446,5.80623
ENSG00000219200	175.27413,175.54346,300.61649,202.43866,202.67152,179.65481,143.59809,137.87284,168.33106,141.11853,139.96206,148.53014,186.67542,187.61454,150.15836,201.19998,162.83811,131.30510,139.46709,147.35862,169.12220,167.72244,145.13677,176.22643,188.29859,163.87681,134.26137,151.74451,143.98264,143.50724,181.21027,93.13361,68.47039,211.01325,83.89807,248.38253,126.41045,69.49286,181.00262,153.41236,54.61999,333.59703,200.88798,176.23865,182.18972,136.14679,295.01378,109.91340,156.07867,194.45419,178.94885,162.48911,180.43802
ENSG00000152684	9.87496,9.69691,17.63860,15.00620,15.47880,16.10255,12.24750,2.54458,3.25537,3.62466,5.68222,5.01418,3.60074,4.25289,2.95959,4.09375,4.12667,3.04242,3.44357,3.16761,8.03872,13.98685,7.66412,7.07515,8.63164,14.53220,7.17841,13.32110,6.45136,15.76555,9.90884,5.48765,3.98373,8.02299,5.49583,14.09270,4.89040,5.72038,8.03890,4.91064,2.13003,7.53732,8.98716,6.71814,8.53266,5.87886,13.43660,4.50786,7.15910,10.17400,12.68945,8.21886,2.86455
ENSG00000172053	124.48493,89.21278,95.25228,84.65619,88.31815,88.14367,134.93118,25.50696,27.21638,27.16687,48.56187,55.03124,37.82369,32.35409,27.92496,29.06747,28.03738,23.55036,41.03272,31.23208,116.06116,134.87754,165.61355,112.36199,109.41696,103.91949,132.23203,92.15040,147.60411,88.99379,113.60429,53.86197,59.63983,73.17959,38.33935,108.46579,125.46630,85.82229,116.27470,126.78145,56.36138,79.38194,123.82178,141.64407,155.50578,120.70404,121.11380,95.73038,95.22413,131.25633,113.54000,118.52711,27.06303
ENSG00000196497	13.30383,13.99730,19.48227,10.39259,11.38003,10.10738,15.36317,3.05509,3.13687,3.85020,8.02109,9.38250,4.67858,3.84021,3.33938,4.67889,3.97437,3.23001,3.92653,3.46679,17.48765,23.08377,25.25154,12.98074,17.36420,14.59478,12.19024,12.51636,17.79738,13.00969,30.50996,5.44604,4.36605,17.36919,8.76085,14.45752,15.03860,16.91552,16.51642,14.94600,16.69056,26.69409,17.88155,18.77496,19.06154,10.89264,15.70877,10.36600,100.58468,21.33908,18.07672,13.97873,2.30836
ENSG00000135387	53.81808,51.02622,39.67997,54.89784,53.44912,54.05752,62.14204,33.74051,37.01355,35.49919,64.79091,52.47399,35.35780,45.58606,33.10920,32.82448,36.35965,26.90062,40.74331,29.68748,54.26984,108.76986,104.51775,63.44755,69.61072,43.63693,36.68076,40.04175,45.22706,39.92288,55.88219,26.47887,18.89518,30.07472,14.54487,53.76913,43.68664,24.06062,60.04785,55.92595,19.67104,46.89736,45.08936,41.74588,44.92055,35.72702,33.67639,27.33797,111.27338,51.25726,56.74622,54.30408,8.99948
ENSG00000110888	14.22731,11.82954,16.18087,26.00393,20.43282,20.69717,24.80709,12.78046,18.64957,21.78828,82.02779,89.87399,30.31521,26.33243,15.10828,25.08838,25.26984,16.81733,9.75803,14.69391,14.65340,17.15501,8.78524,22.62423,29.40858,21.96458,11.88015,20.75478,8.78204,20.84030,21.29350,13.34649,9.18641,10.85062,6.85705,17.94977,11.78252,6.01834,43.88955,34.37324,9.05562,40.24110,24.39056,13.48698,13.09113,18.10367,17.94192,12.27627,40.99769,26.64539,31.71873,19.31155,1.60720
ENSG00000146453	0.14398,0.23434,0.10742,0.28626,0.31159,0.30377,0.33585,0.40361,0.58792,3.41247,0.78570,0.78657,2.60057,2.42393,0.55894,0.28189,1.93159,2.21415,0.39231,0.46884,0.37315,0.10653,0.12711,0.20016,0.27960,0.43563,0.22922,0.37575,0.15254,0.40816,0.39529,0.11884,0.10552,0.17124,0.15310,0.22237,0.13197,0.10478,0.29171,0.31227,0.40929,0.35335,0.36051,0.55111,0.22168,0.19899,0.34431,0.20685,18.80733,0.20968,0.31043,0.19044,0.05563
ENSG00000140694	19.22434,13.98941,19.22583,20.37903,18.92811,24.83709,28.25915,7.73855,7.88279,8.60990,16.97631,14.00965,9.32457,11.21506,7.94317,11.79210,9.12369,6.77801,12.54824,8.79105,18.75435,23.32458,26.35406,20.61562,23.15784,20.42709,14.56280,20.22989,13.63645,23.01710,23.54262,9.16532,6.28990,9.57051,7.16534,19.21107,14.29233,8.38843,22.62076,19.50697,7.01624,20.67946,20.02692,17.16044,19.13436,15.34743,16.38020,11.34382,28.81474,24.35677,23.46528,19.14431,3.31049
ENSG00000151923	73.48079,61.51034,47.02859,68.30680,62.94021,61.33740,77.20428,26.75611,24.83082,25.53619,84.69930,96.98509,31.02071,28.87896,32.00542,27.43978,23.19132,21.06496,50.02042,36.26731,75.55766,92.22303,125.25427,81.27480,116.59265,81.91216,62.83566,72.25132,75.91161,69.25210,73.34349,32.52529,23.58921,40.09082,28.56452,86.91778,68.04888,41.84290,85.40965,93.14864,28.28028,80.58070,79.24090,72.86402,72.91556,72.52967,86.02051,51.36062,84.93510,108.52428,115.13513,93.22523,14.93048
ENSG00000116001	46.46422,40.77536,49.14721,53.02116,54.02141,53.16183,75.95365,17.70981,17.20451,18.88356,80.55830,92.28527,23.06357,19.90507,19.10151,20.52831,18.38069,14.32934,29.77237,19.53255,61.27319,45.24032,62.29176,80.53718,103.28045,62.61608,53.82912,59.32203,36.45151,55.80707,80.59165,21.75883,16.23312,29.82397,19.49571,56.93083,62.29866,16.87666,77.62628,127.28801,29.39668,86.77122,76.09656,35.76690,33.26439,61.07060,60.84754,41.37163,40.02500,92.09660,127.48556,70.02123,5.46461
ENSG00000168438	10.51990,8.54336,12.72702,9.66117,10.69620,10.80640,11.30855,5.55250,7.86317,10.03143,12.55706,10.70088,9.78355,12.33175,7.33678,5.73865,12.39535,8.30944,6.18338,4.72032,9.92960,12.93644,18.24230,11.51680,13.88469,9.51282,7.53193,9.59391,8.53144,8.50078,11.90430,4.61943,3.49725,6.17682,5.20605,10.76061,9.22048,5.71621,12.61889,12.97945,4.47814,12.82137,10.07078,8.61972,8.88132,9.08023,11.97135,6.21208,15.36247,12.41500,12.10273,10.84716,3.28994
ENSG00000167962	28.59048,25.67875,14.78353,24.58813,26.39237,25.18791,29.93254,7.28675,9.47588,8.15176,38.47107,46.85637,15.42407,11.96513,8.29764,9.79354,9.21310,7.31093,8.32143,8.09059,29.20237,33.65655,32.59952,38.35390,27.13284,26.27284,26.82627,27.28463,29.72142,27.23684,36.32847,10.35340,7.09322,16.29803,16.82549,33.86617,32.12777,19.77529,34.38757,25.74743,23.53141,38.52475,36.32274,49.33791,51.84438,29.84583,35.67165,20.75523,48.41607,28.05173,35.66028,29.82016,5.52384
ENSG00000120158	25.44404,18.66771,12.25665,16.26097,17.68754,25.81020,14.51638,3.46517,3.26052,3.92518,4.53650,4.63332,3.95492,3.74885,3.59428,4.95543,3.91459,3.18646,6.08899,4.29066,18.89290,11.99543,20.07132,12.66055,12.68463,6.96928,6.78687,7.55485,9.22079,7.24648,14.93259,3.63516,2.28875,6.62772,42.14371,17.08348,7.39521,6.85426,20.23505,17.27212,9.24802,8.07265,7.66480,20.99535,22.42117,7.22520,9.09206,7.53387,20.86547,10.62395,11.44321,12.12266,1.34359
ENSG00000137996	22.23565,19.82122,21.05419,19.12393,20.06754,19.23587,21.67849,11.23053,14.98367,12.29508,27.18553,23.77045,17.06687,20.49150,12.00660,14.54709,13.92782,11.25624,16.40413,14.62481,20.81736,34.18955,39.03615,16.88541,18.43718,17.85269,18.03547,16.25016,23.64885,16.72470,18.82927,13.72955,14.93075,16.52656,9.96839,21.11525,17.26718,18.46127,23.49913,15.21431,12.87803,19.02666,21.43916,16.88427,16.65996,21.55255,23.20291,16.54437,20.83681,19.55516,18.72729,21.85163,4.33866
ENSG00000204316	33.71444,31.45929,41.67355,36.19918,35.65959,37.10521,44.40497,21.90395,26.11223,24.94360,52.14272,53.59128,33.54036,31.53034,23.72954,27.00612,25.50455,21.16827,24.00777,23.77984,36.28546,27.04087,33.28100,40.84553,43.45649,45.22497,35.00695,40.97062,34.50055,40.99531,43.51773,22.82187,29.66788,33.17345,28.61887,35.35442,30.71576,48.46254,47.83302,41.20307,17.26942,46.10526,45.28520,36.44036,38.24072,31.05727,38.33609,27.89758,58.75748,45.67678,51.70609,38.55738,5.94118
ENSG00000189007	7.15785,6.22593,6.79316,5.21881,5.50160,3.56578,5.38062,1.67015,1.96543,1.89981,7.27079,7.38532,2.19741,2.19137,1.89923,2.31961,2.49642,1.51784,2.34717,1.87640,7.38431,7.36235,16.41598,7.19469,5.57562,5.46206,7.05294,6.15317,8.46559,6.11840,8.87015,1.96569,1.10778,4.60175,4.67560,10.24691,5.84568,1.58263,13.28667,6.66776,4.16338,8.11066,8.17745,8.33958,7.51134,8.51307,9.93619,6.08535,4.31466,11.19045,7.09752,8.11819,0.70469
ENSG00000163714	43.63738,34.07691,23.07386,34.37559,33.44245,39.41951,40.17858,18.25109,17.05504,17.99824,42.11136,43.67891,18.60592,20.42159,17.55588,20.66342,20.78575,14.87947,25.63021,18.37173,42.45030,46.16074,71.44805,44.18206,50.45754,34.95179,25.50362,35.64254,25.96758,33.80688,44.37316,16.98525,11.37555,17.58923,16.01959,36.76318,28.28288,18.17147,62.42102,55.90576,15.28939,51.26129,38.97388,31.88808,32.63446,30.79075,34.17215,19.14174,52.98129,46.49964,52.05132,40.30120,3.86962
ENSG00000141994	29.71774,29.63521,25.00018,22.00932,26.34973,22.44800,37.19510,10.16351,12.20779,13.26778,32.23514,35.65500,16.78362,13.04048,12.16640,13.25856,13.92304,11.44794,15.78353,10.70720,36.67282,22.24162,25.11685,34.52392,41.45952,30.91681,30.21418,27.33653,35.25537,25.73587,56.75169,14.23278,10.02574,24.28040,19.89131,32.73728,35.40951,13.06584,36.33463,45.61329,19.31536,39.05086,53.08238,49.59596,46.57951,40.20253,44.41136,24.47056,92.99731,52.41852,40.19245,38.60558,5.55643
ENSG00000176102	26.09127,21.94801,22.81351,34.25065,29.31454,33.16118,31.18442,29.84498,36.14383,28.27401,77.17184,73.06411,41.08147,44.15833,30.81380,41.13651,33.81073,22.53485,30.54725,29.99813,29.76112,38.71564,44.50355,38.24553,37.50707,34.55642,28.69184,29.46544,27.62530,28.97458,34.84443,13.34522,9.34221,22.02639,18.79007,35.31459,28.27756,11.14603,51.77747,37.67985,12.54828,88.03737,46.17322,28.30592,30.82020,31.85331,32.81312,19.08276,61.08229,49.63137,43.09619,37.96410,4.27104
ENSG00000116754	211.63479,146.05455,110.95520,181.43321,176.74159,191.13138,207.98645,44.89553,48.76022,53.39752,237.18058,269.06842,73.63484,62.32558,52.69856,55.62086,53.23936,42.27783,72.32288,56.49017,218.65718,175.58824,197.63099,192.68627,274.50546,177.24202,129.13091,188.55385,114.79669,173.04896,210.60667,58.60811,36.20649,66.87986,74.60953,175.83109,145.74477,76.26985,282.16259,249.30955,83.04750,188.26663,185.09230,174.98667,175.40178,183.43213,160.59297,111.88386,180.31985,250.40209,289.39851,196.70692,13.53676
ENSG00000153914	41.20440,31.68539,29.01114,29.93386,32.27186,35.74023,41.23445,8.30113,8.16968,9.31123,19.69332,24.58746,9.91042,9.95964,8.43098,10.09816,9.46713,6.76323,11.35053,8.78782,44.95830,40.21334,49.61756,39.63059,45.17530,33.47344,30.37141,32.85583,29.09871,30.51144,47.24586,16.86181,10.60990,17.36476,15.37367,36.67574,35.96868,16.88869,53.40734,44.43143,19.86374,44.83959,38.54745,41.72070,41.04291,38.24588,29.12330,24.03094,43.00484,65.60236,60.93715,39.61894,1.90439
ENSG00000137054	20.90213,19.48675,12.81704,19.00168,16.00395,20.71276,20.69960,7.01692,7.08262,7.47474,13.00278,10.51709,7.76401,8.60622,6.00180,8.12324,9.79879,6.26722,8.66036,7.64479,21.55218,28.95547,32.96224,24.23085,23.41364,18.13524,9.32591,15.42958,11.58562,14.69819,23.40368,6.58551,4.38919,5.77324,8.43568,14.14895,11.65322,8.99570,20.02195,31.65434,12.27820,11.91845,16.09075,15.71777,16.62769,11.06574,10.47365,9.46610,12.47236,13.73273,30.40013,19.08039,2.20145
ENSG00000075914	31.38830,23.55625,66.32610,27.90230,25.78460,33.15755,33.41910,15.31620,17.70550,17.54395,42.41315,35.87590,17.20180,21.03300,15.69310,22.48605,19.39320,13.79470,17.59550,16.99260,32.37440,55.26555,73.14170,46.09960,49.89770,26.88625,20.75020,28.16730,33.75655,27.02750,37.26160,18.48615,18.68020,27.72810,13.46540,30.09140,26.82930,29.18325,42.09840,37.60055,10.83765,36.91165,34.82125,66.81150,72.02340,21.84740,29.14455,22.04480,54.51225,38.72190,39.92645,43.15930,3.89526
ENSG00000120699	29.03734,23.72390,18.87460,25.43991,26.27931,27.51807,30.15594,13.76655,11.57225,11.76126,32.99245,27.79970,12.00045,12.78815,12.69238,14.83204,12.40346,10.44392,22.51729,13.32494,31.73988,28.33213,57.70791,38.92133,39.46728,26.73010,20.57183,25.76368,22.61775,23.36122,45.49846,12.71237,10.31448,15.74379,12.48868,30.90060,19.49474,15.05612,40.86076,43.93668,12.10338,26.61430,34.29748,23.33368,22.80353,24.39151,38.50815,17.93994,53.99430,36.21225,41.09943,29.12756,3.20993
